,sound,midpoint,word,phoneme,stress,duration,intensity,F0,F1,F2,F3,Vowel,Context,F1/S(F1),F2/S(F2),F1g/S(F1g),F2g/S(F2g)
994,ngm_03397_00850437361,5.550000000000000,hand,a,NA,0.1200000000000000,,,529.6465268825670,1086.677164092970,2273.5351629824300,BAT,hand,1.463,0.908,NA,NA
998,ngm_03397_00850437361,5.815,tools,uː,NA,0.0499999999999998,,,341.17713811194900,883.7649955240880,2192.774034138480,STEW,tools,0.943,0.738,NA,NA
1002,ngm_03397_00850437361,6.09,such,ɔ,NA,0.08,,,449.3134243244920,1154.2892381242700,2009.40678651154,THOUGHT,such,1.241,0.964,NA,NA
1004,ngm_03397_00850437361,6.275,as,e,NA,0.1300000000000000,,,506.2632146092070,1327.4360197868500,1830.4416049931300,FACE,as,1.399,1.109,NA,NA
1007,ngm_03397_00850437361,6.445,the,a,NA,0.0300000000000002,,,332.73395789017500,1632.7696844926100,2330.94403134106,BAT,the,0.919,1.364,NA,NA
1011,ngm_03397_00850437361,7.485000000000000,or,ɔ,NA,0.1100000000000000,,,433.51900864000800,804.3750843448970,2144.0546309029700,THOUGHT,or,1.198,0.672,NA,NA
1014,ngm_03397_00850437361,7.765000000000000,grain,e,NA,0.0699999999999994,,,350.41649713535700,1421.4011663659000,2161.72072072908,FACE,grain,0.968,1.187,NA,NA
1018,ngm_03397_00850437361,8.11,cradle,e,NA,0.0600000000000005,,,339.3874634451730,1470.9434752611100,2097.6956814821,FACE,cradle,0.938,1.229,NA,NA
1020,ngm_03397_00850437361,8.260000000000000,cradle,ʊ,NA,0.0999999999999996,,,324.02114416820300,969.5983682104530,2231.042403714100,FOOT,cradle,0.895,0.81,NA,NA
1022,ngm_03397_00850437361,8.535,are,a,NA,0.2100000000000010,,,577.5094835524790,1208.9763010460500,2047.40627012584,BAT,are,1.596,1.01,NA,NA
1023,ngm_03397_00850437361,8.68,in,i,NA,0.08,,,316.8890189632650,2056.7284362541100,2665.448683534340,HAPPY,in,0.876,1.718,NA,NA
1026,ngm_03397_00850437361,9.015,use,uː,NA,0.1500000000000000,,,223.87756605469000,1934.324834593570,2165.644362256920,STEW,use,0.619,1.616,NA,NA
1032,ngm_03397_00902861692,1.53,had,a,NA,0.1,,,523.6367563091230,1412.7476155345000,2038.7158374131900,BAT,had,1.447,1.18,NA,NA
1035,ngm_03397_00902861692,1.735,little,i,1,0.05,,,285.9521075689620,2122.2917391209900,2186.9037199723300,HAPPY,little,0.79,1.773,NA,NA
1037,ngm_03397_00902861692,1.885,little,ʊ,0,0.0299999999999998,,,348.72053622782600,1454.4644906359100,1736.0887035372900,FOOT,little,0.963,1.215,NA,NA
1040,ngm_03397_00902861692,2.07,capital,a,0,0.08,,,545.7743604700160,1155.0254850795900,1839.85972500251,BAT,capital,1.508,0.965,NA,NA
1042,ngm_03397_00902861692,2.215,capital,i,0,0.0299999999999998,,,1361.2794979224800,2235.3903850780300,3519.659930007590,HAPPY,capital,3.761,1.867,NA,NA
1044,ngm_03397_00902861692,2.315,capital,a,1,0.0499999999999998,,,456.6780067433040,1203.4457927400900,1931.881621557400,BAT,capital,1.262,1.005,NA,NA
1047,ngm_03397_00902861692,2.58,and,a,NA,0.06,,,429.3962256706100,1038.9253897096500,2102.634023563000,BAT,and,1.186,0.868,NA,NA
1050,ngm_03397_00902861692,2.745,could,ʊ,NA,0.0299999999999998,,,341.829892182486,1144.896770206090,2061.4388734364300,FOOT,could,0.944,0.956,NA,NA
1053,ngm_03397_00902861692,2.88,not,ɔ,NA,0.1,,,424.1148696719440,993.9354776529590,2119.4922498329900,THOUGHT,not,1.172,0.83,NA,NA
1056,ngm_03397_00902861692,3.075,pay,e,NA,0.0299999999999998,,,392.21725697769500,1526.2246383917700,2046.9883945547600,FACE,pay,1.084,1.275,NA,NA
1057,ngm_03397_00902861692,3.13,an,a,NA,0.08,,,521.9145260953650,1252.056085807210,2171.653805306230,BAT,an,1.442,1.046,NA,NA
1059,ngm_03397_00902861692,3.28,advance,a,0,0.1,,,490.3007234759350,1140.8710239212400,2195.6176928590200,BAT,advance,1.355,0.953,NA,NA
1062,ngm_03397_00902861692,3.52,advance,a,1,0.1200000000000000,,,418.792408389146,1117.9393828295400,2312.154044443530,BAT,advance,1.157,0.934,NA,NA
1066,ngm_03397_00902861692,3.8,but,ɔ,NA,0.08,,,379.6177852025600,932.7416407518240,2144.955972276770,THOUGHT,but,1.049,0.779,NA,NA
1068,ngm_03397_00902861692,3.92,he,i,NA,0.1,,,268.0041019806930,2164.9993024448100,3103.779387950860,HAPPY,he,0.74,1.809,NA,NA
1070,ngm_03397_00902861692,4.12,got,ɔ,NA,0.0999999999999996,,,420.1181062389780,1126.732815045340,2074.7041817594300,THOUGHT,got,1.161,0.941,NA,NA
1072,ngm_03397_00902861692,4.315,a,a,NA,0.1499999999999990,,,270.7691588072400,2058.27029759628,2860.175186783300,BAT,a,0.748,1.719,NA,NA
1074,ngm_03397_00902861692,4.495,review,i,0,0.0700000000000002,,,224.3854537280420,1812.597202831460,2903.0520376358500,HAPPY,review,0.62,1.514,NA,NA
1076,ngm_03397_00902861692,4.675,review,uː,1,0.0700000000000002,,,284.34357394619500,862.3441288405020,2129.295148974410,STEW,review,0.786,0.72,NA,NA
1078,ngm_03397_00902861692,4.88,copy,ɔ,1,0.0600000000000005,,,431.8609359273470,946.9559666856790,2018.060134074180,THOUGHT,copy,1.193,0.791,NA,NA
1080,ngm_03397_00902861692,5.04,copy,i,0,0.08,,,328.9858897825080,1825.7959754001200,2076.82396449038,HAPPY,copy,0.909,1.525,NA,NA
1081,ngm_03397_00902861692,5.135,onto,ɔ,1,0.1100000000000000,,,411.8268074695520,984.3365119102130,2417.270172846460,THOUGHT,onto,1.138,0.822,NA,NA
1084,ngm_03397_00902861692,5.325000000000000,onto,uː,0,0.0300000000000002,,,352.5834634909620,1461.6880264506300,2164.9948143675900,STEW,onto,0.974,1.221,NA,NA
1085,ngm_03397_00902861692,5.43,every,ɛ,1,0.1800000000000000,,,383.9370856278100,1977.3716846884400,2365.299763594670,DRESS,every,1.061,1.652,NA,NA
1087,ngm_03397_00902861692,5.615,every,ɛ,0,0.0300000000000002,,,922.1668826639230,1841.049195294300,2640.8907086848200,DRESS,every,2.548,1.538,NA,NA
1089,ngm_03397_00902861692,5.675000000000000,every,i,0,0.0300000000000002,,,275.6651551032530,2072.4360136902600,2252.787019366060,HAPPY,every,0.762,1.731,NA,NA
1091,ngm_03397_00902861692,5.885,desk,ɛ,NA,0.1100000000000000,,,402.5228007581670,2111.957335206790,2161.639367921450,DRESS,desk,1.112,1.764,NA,NA
1095,ngm_03397_00902861692,6.515,in,i,NA,0.1700000000000000,,,211.46657812962000,709.5117039259030,2668.8739354636200,HAPPY,in,0.584,0.593,NA,NA
1098,ngm_03397_00902861692,6.79,london,ɔ,0,0.0999999999999996,,,344.425034861769,912.7767554962460,2217.428949556590,THOUGHT,london,0.952,0.763,NA,NA
1101,ngm_03397_00902861692,7.0,london,u,1,0.0999999999999996,,,420.8741067211440,916.0772210103200,1829.2230814128800,YOU,london,1.163,0.765,NA,NA
1104,ngm_03397_00902861692,7.2,that,a,NA,0.08,,,474.0862803918980,1243.7113403914100,2136.4856756187000,BAT,that,1.31,1.039,NA,NA
1107,ngm_03397_00902861692,7.415,mattered,a,1,0.0700000000000002,,,606.6560895708650,1209.431472169520,2216.2481168731200,BAT,mattered,1.676,1.01,NA,NA
1109,ngm_03397_00902861692,7.635,mattered,a,0,0.0899999999999998,,,294.98954954782900,1218.3540235329500,2056.529801106590,BAT,mattered,0.815,1.018,NA,NA
1114,ngm_03397_00912418106,1.02,one,ɔ,NA,0.18,,,541.5917017801000,946.4604042473450,2473.070817651440,THOUGHT,one,1.496,0.791,NA,NA
1117,ngm_03397_00912418106,1.37,can,a,NA,0.0799999999999998,,,715.1509870190110,1273.8402940066700,2130.317677050060,BAT,can,1.976,1.064,NA,NA
1119,ngm_03397_00912418106,1.55,also,ɔ,1,0.1200000000000000,,,468.39733349926600,811.7268311552930,2001.73624829214,THOUGHT,also,1.294,0.678,NA,NA
1122,ngm_03397_00912418106,1.865,also,o,0,0.0699999999999998,,,348.028549742692,1034.46267195539,2187.201905568580,HOAX,also,0.962,0.864,NA,NA
1124,ngm_03397_00912418106,2.01,define,i,NA,0.06,,,228.6938991896160,2122.5372177612400,2574.8620226656600,HAPPY,define,0.632,1.773,NA,NA
1129,ngm_03397_00912418106,2.695,paths,a,NA,0.1300000000000000,,,628.8724067739650,1179.0942130756700,2098.501069230850,BAT,paths,1.737,0.985,NA,NA
1134,ngm_03397_00912418106,3.415,loops,uː,NA,0.1100000000000000,,,242.10214989513700,715.3892813767410,2135.480975551160,STEW,loops,0.669,0.598,NA,NA
1138,ngm_03397_00912418106,3.915,in,i,NA,0.1300000000000000,,,235.80236879477900,1160.0489755642900,2806.928866211480,HAPPY,in,0.651,0.969,NA,NA
1144,ngm_03397_00912418106,4.485,pointed,ɛ,NA,0.0899999999999998,,,404.2113869916700,1820.6988119187700,2341.6408191085400,DRESS,pointed,1.117,1.521,NA,NA
1148,ngm_03397_00912418106,4.87,spaces,e,1,0.0999999999999996,,,228.7844932213320,2361.8587637818700,3274.5913485791900,FACE,spaces,0.632,1.973,NA,NA
1150,ngm_03397_00912418106,5.17,spaces,ɛ,0,0.1400000000000010,,,304.92950856672200,1629.654669250380,2226.089955394960,DRESS,spaces,0.842,1.361,NA,NA
1160,ngm_03397_00983959406,1.5,on,ɔ,NA,0.1,,,413.67188525205500,744.023035999134,2427.011111533390,THOUGHT,on,1.143,0.622,NA,NA
1162,ngm_03397_00983959406,1.67,american,a,0,0.08,,,581.5457184296290,953.4904350172790,1907.002090130590,BAT,american,1.607,0.797,NA,NA
1164,ngm_03397_00983959406,1.845,american,ɛ,1,0.03,,,369.6409231804690,956.9778970785150,1840.6719588192600,DRESS,american,1.021,0.799,NA,NA
1166,ngm_03397_00983959406,2.005,american,i,0,0.0499999999999998,,,336.7075502834920,1901.8702598154400,2072.082777088200,HAPPY,american,0.93,1.589,NA,NA
1168,ngm_03397_00983959406,2.2,american,a,0,0.1,,,517.3209353287180,1233.8876489161000,1770.2537856694800,BAT,american,1.429,1.031,NA,NA
1170,ngm_03397_00983959406,2.44,airlines,ɛː,NA,0.2000000000000000,,,425.156122193442,1413.9244728555500,2032.958917212330,GLARE,airlines,1.175,1.181,NA,NA
1177,ngm_03397_00983959406,3.17,from,ɔ,NA,0.04,,,365.4810004849480,779.5663710951740,1847.6486955183000,THOUGHT,from,1.01,0.651,NA,NA
1180,ngm_03397_00983959406,3.43,san,a,NA,0.08,,,576.7478679953130,1078.8363358160700,2167.062560224330,BAT,san,1.593,0.901,NA,NA
1184,ngm_03397_00983959406,3.645,francisco,a,0,0.0300000000000002,,,450.65955391777900,1423.6845742817100,2632.6631031859900,BAT,francisco,1.245,1.189,NA,NA
1187,ngm_03397_00983959406,3.865,francisco,i,1,0.0900000000000003,,,339.4182543267790,1660.1417924039900,2030.3824067151800,HAPPY,francisco,0.938,1.387,NA,NA
1190,ngm_03397_00983959406,4.155000000000000,francisco,o,0,0.1300000000000000,,,326.7270704908370,905.3566825240130,2072.4423787606100,HOAX,francisco,0.903,0.756,NA,NA
1192,ngm_03397_00983959406,4.365,to,uː,NA,0.0300000000000002,,,318.95596725756600,1640.0690399898000,2984.610781263720,STEW,to,0.881,1.37,NA,NA
1194,ngm_03397_00983959406,4.57,bangalore,a,1,0.1200000000000000,,,533.6460781288680,1077.5411449535900,2011.4639683875700,BAT,bangalore,1.474,0.9,NA,NA
1197,ngm_03397_00983959406,4.765000000000000,bangalore,a,0,0.0499999999999998,,,423.0009431358390,1993.3052204640100,2345.508015530810,BAT,bangalore,1.169,1.665,NA,NA
1199,ngm_03397_00983959406,4.955,bangalore,ɔ,0,0.2700000000000000,,,398.50596238945200,647.4750979763090,2094.8750223211300,THOUGHT,bangalore,1.101,0.541,NA,NA
1202,ngm_03397_00983959406,5.735000000000000,leaving,iː,1,0.1100000000000000,,,240.14965771434900,2185.4072134958800,3615.637738676960,FLEECE,leaving,0.663,1.826,NA,NA
1204,ngm_03397_00983959406,5.915,leaving,i,0,0.0899999999999998,,,394.0088642250100,2304.276243752630,2909.2006439535600,HAPPY,leaving,1.089,1.925,NA,NA
1207,ngm_03397_00983959406,6.145,april,e,1,0.1499999999999990,,,307.5996858786760,2304.0489152327400,3194.9867552336900,FACE,april,0.85,1.925,NA,NA
1210,ngm_03397_00983959406,6.395,april,i,0,0.0300000000000002,,,331.3804045049870,1080.387714980570,1980.2442693373000,HAPPY,april,0.916,0.903,NA,NA
1214,ngm_03397_00983959406,6.630000000000000,twenty,ɛ,1,0.04,,,419.2292911629200,1635.5986029906100,2323.774917223110,DRESS,twenty,1.158,1.366,NA,NA
1217,ngm_03397_00983959406,6.805,twenty,i,0,0.0700000000000002,,,305.2145814659770,1768.7131293343500,2240.8171074778200,HAPPY,twenty,0.843,1.478,NA,NA
1219,ngm_03397_00983959406,7.045,third,aː,NA,0.1700000000000000,,,409.0900023479200,868.7985981732410,2110.1962983725900,GIRL,third,1.13,0.726,NA,NA
1221,ngm_03397_00983959406,7.27,and,a,NA,0.1400000000000000,,,539.9006996485310,1187.1794440515000,1978.6581575796100,BAT,and,1.492,0.992,NA,NA
1224,ngm_03397_00983959406,7.470000000000000,coming,ɔ,1,0.04,,,444.818618850536,918.3164343785710,1843.5413521458900,THOUGHT,coming,1.229,0.767,NA,NA
1226,ngm_03397_00983959406,7.605,coming,i,0,0.0699999999999994,,,378.5155482597020,2246.9902224260100,2317.8085801704500,HAPPY,coming,1.046,1.877,NA,NA
1230,ngm_03397_00983959406,7.780000000000000,back,a,NA,0.1200000000000000,,,537.8093278480370,1214.3538123593400,1958.8960883183700,BAT,back,1.486,1.014,NA,NA
1233,ngm_03397_00983959406,8.09,may,e,NA,0.1000000000000010,,,363.0162559887360,2301.102534930760,2940.9791963215200,FACE,may,1.003,1.922,NA,NA
1235,ngm_03397_00983959406,8.255000000000000,the,i,NA,0.0499999999999989,,,147.90597082213900,1926.846065915350,2438.394555830320,HAPPY,the,0.409,1.61,NA,NA
1237,ngm_03397_00983959406,8.465,second,ɛ,1,0.0899999999999998,,,458.14965049425900,1787.1954211429100,2214.114233579230,DRESS,second,1.266,1.493,NA,NA
1239,ngm_03397_00983959406,8.68,second,ɔ,0,0.120000000000001,,,458.7864742278710,1589.6171609138900,2130.568746430250,THOUGHT,second,1.268,1.328,NA,NA
1245,ngm_03397_00983959406,9.62,start,a,NA,0.1600000000000000,,,667.8432276142160,1242.8754302039800,2014.2410415773,BAT,start,1.845,1.038,NA,NA
1247,ngm_03397_00983959406,9.92,at,a,NA,0.1999999999999990,,,634.4018861880680,1288.9491475440000,2004.6887590101900,BAT,at,1.753,1.077,NA,NA
1253,ngm_03397_00983959406,10.685,hundred,ɔ,1,0.0899999999999998,,,308.8880563126550,839.5425255140350,2300.1545365906800,THOUGHT,hundred,0.853,0.701,NA,NA
1257,ngm_03397_00983959406,10.96,hundred,a,0,0.0400000000000009,,,426.3899233618700,1825.912550018400,2981.4173859900800,BAT,hundred,1.178,1.525,NA,NA
1261,ngm_03397_00983959406,11.295,dollars,ɔ,1,0.0899999999999998,,,397.21993981115500,684.6859577069970,2071.5670131413800,THOUGHT,dollars,1.097,0.572,NA,NA
1263,ngm_03397_00983959406,11.465,dollars,a,0,0.129999999999999,,,293.6378191851700,1120.4851891318200,2166.204721291010,BAT,dollars,0.811,0.936,NA,NA
1268,ngm_03397_01072987006,0.9000000000000000,the,i,NA,0.0999999999999999,,,144.10978618928500,1752.509076942720,2684.803542653240,HAPPY,the,0.398,1.464,NA,NA
1270,ngm_03397_01072987006,1.1,patient,e,NA,0.0799999999999998,,,351.82427248978200,1921.8950127692700,2478.892287762740,FACE,patient,0.972,1.606,NA,NA
1272,ngm_03397_01072987006,1.3,patient,ɛ,NA,0.1,,,452.61836006621500,1538.0113863974700,1819.287599164300,DRESS,patient,1.25,1.285,NA,NA
1277,ngm_03397_01072987006,1.56,presents,ɛ,NA,0.04,,,324.02581016715800,1569.726476205270,2799.3043033310000,DRESS,presents,0.895,1.311,NA,NA
1279,ngm_03397_01072987006,1.725,presents,ɛ,NA,0.1100000000000000,,,470.2873502183300,1976.4658875204200,2343.8538737784600,DRESS,presents,1.299,1.651,NA,NA
1284,ngm_03397_01072987006,2.115,delusions,i,NA,0.0299999999999998,,,240.1997945523650,1854.7214153966,2530.795061556170,HAPPY,delusions,0.664,1.549,NA,NA
1286,ngm_03397_01072987006,2.325,delusions,uː,NA,0.33,,,263.68826521820300,1425.0207204261900,2223.509616385890,STEW,delusions,0.729,1.19,NA,NA
1287,ngm_03397_01072987006,2.55,delusions,ɔ,NA,0.1200000000000000,,,323.3274943400060,996.6411391901420,2313.3687485710300,THOUGHT,delusions,0.893,0.833,NA,NA
1291,ngm_03397_01072987006,2.83,but,ɔ,NA,0.06,,,336.4275952800510,816.9637482365030,2165.7480660227800,THOUGHT,but,0.929,0.682,NA,NA
1294,ngm_03397_01072987006,2.985,with,i,NA,0.0499999999999998,,,216.6573456292540,2086.282841964380,2245.9324338964600,HAPPY,with,0.599,1.743,NA,NA
1296,ngm_03397_01072987006,3.145,no,o,NA,0.0700000000000002,,,320.7934397067620,1073.924804158350,2275.386180293040,HOAX,no,0.886,0.897,NA,NA
1297,ngm_03397_01072987006,3.2350000000000000,accompanying,a,NA,0.1100000000000000,,,380.6574140084890,1053.70029340601,2029.878068793550,BAT,accompanying,1.052,0.88,NA,NA
1299,ngm_03397_01072987006,3.45,accompanying,ɔ,NA,0.04,,,339.1920749914740,796.0904896073230,2292.31009995871,THOUGHT,accompanying,0.937,0.665,NA,NA
1302,ngm_03397_01072987006,3.655,accompanying,a,NA,0.0299999999999998,,,226.39086038799200,1099.6799391224000,2464.86503091774,BAT,accompanying,0.625,0.919,NA,NA
1304,ngm_03397_01072987006,3.715,accompanying,i,NA,0.0299999999999998,,,243.88249824456100,1030.7222906113700,2677.5435775214100,HAPPY,accompanying,0.674,0.861,NA,NA
1305,ngm_03397_01072987006,3.745,accompanying,i,NA,0.0299999999999998,,,240.7135388396650,970.8286462877030,2329.756585367030,HAPPY,accompanying,0.665,0.811,NA,NA
1310,ngm_03397_01072987006,4.005,prominent,ɔ,NA,0.0299999999999993,,,343.6509600784640,844.3360242363600,1579.9835304528800,THOUGHT,prominent,0.949,0.705,NA,NA
1312,ngm_03397_01072987006,4.125,prominent,i,NA,0.0299999999999993,,,484.309716455648,1967.7221433088600,2433.382226102150,HAPPY,prominent,1.338,1.644,NA,NA
1314,ngm_03397_01072987006,4.25,prominent,ɛ,NA,0.08,,,501.1736775723590,1960.605390985410,2574.57296743523,DRESS,prominent,1.385,1.638,NA,NA
1318,ngm_03397_01072987006,4.5,hallucinations,a,NA,0.0399999999999991,,,369.7281179643620,1374.9515316592000,1938.8488570150900,BAT,hallucinations,1.021,1.149,NA,NA
1320,ngm_03397_01072987006,4.61,hallucinations,uː,NA,0.08,,,253.8508220424550,1705.8362825714400,2502.454242254680,STEW,hallucinations,0.701,1.425,NA,NA
1322,ngm_03397_01072987006,4.815,hallucinations,i,NA,0.0300000000000002,,,273.90127960342000,2224.0324921985300,2694.025734766460,HAPPY,hallucinations,0.757,1.858,NA,NA
1324,ngm_03397_01072987006,4.965,hallucinations,e,NA,0.1099999999999990,,,345.77840344534200,2170.800818700830,2888.573913319360,FACE,hallucinations,0.955,1.813,NA,NA
1326,ngm_03397_01072987006,5.1850000000000000,hallucinations,ɔ,NA,0.0699999999999994,,,318.35590917869500,1082.1733884457300,2207.3478679983700,THOUGHT,hallucinations,0.88,0.904,NA,NA
1331,ngm_03397_01072987006,5.81,and,a,NA,0.08,,,640.4524195106530,1286.4521738286900,2481.57028230223,BAT,and,1.769,1.075,NA,NA
1334,ngm_03397_01072987006,6.1,thought,ɔ,NA,0.1400000000000000,,,435.87243395604500,892.4148730605780,1298.723299493010,THOUGHT,thought,1.204,0.746,NA,NA
1337,ngm_03397_01072987006,6.4,or,ɔ,NA,0.08,,,386.8956034353620,740.2266222998850,1928.7918801492500,THOUGHT,or,1.069,0.618,NA,NA
1339,ngm_03397_01072987006,6.645,mood,uː,NA,0.0900000000000007,,,217.25352110181700,867.0782698424640,2341.267131465190,STEW,mood,0.6,0.724,NA,NA
1342,ngm_03397_01072987006,6.860000000000000,disorder,i,NA,0.04,,,235.4608027768880,2100.368403284040,2438.8046047911900,HAPPY,disorder,0.651,1.755,NA,NA
1344,ngm_03397_01072987006,7.09,disorder,ɔ,NA,0.1200000000000000,,,436.9346448539170,1017.0162188461700,1654.1847814390000,THOUGHT,disorder,1.207,0.85,NA,NA
1346,ngm_03397_01072987006,7.285,disorder,a,NA,0.1300000000000000,,,224.03776932380900,1253.0383613567600,1945.2329780298700,BAT,disorder,0.619,1.047,NA,NA
1350,ngm_03397_01111747926,1.135,when,ɛ,NA,0.1100000000000000,,,435.938272458389,1588.514049846750,2091.2250899984700,DRESS,when,1.204,1.327,NA,NA
1354,ngm_03397_01111747926,1.4450000000000000,travelling,a,NA,0.07,,,518.1906056918340,1227.7202394938800,1742.038972323700,BAT,travelling,1.432,1.026,NA,NA
1356,ngm_03397_01111747926,1.605,travelling,ɛ,NA,0.0699999999999998,,,318.26752494771900,1841.084971317720,2046.9771567323200,DRESS,travelling,0.879,1.538,NA,NA
1358,ngm_03397_01111747926,1.685,travelling,i,NA,0.03,,,278.7471997027970,1660.4418326665400,2341.153261550300,HAPPY,travelling,0.77,1.387,NA,NA
1360,ngm_03397_01111747926,1.755,on,ɔ,NA,0.05,,,380.5205925506910,1198.307365136690,2664.5269294343000,THOUGHT,on,1.051,1.001,NA,NA
1363,ngm_03397_01111747926,2.09,public,ɔ,NA,0.06,,,436.0402404538200,862.3227060604720,2103.9255776981400,THOUGHT,public,1.205,0.72,NA,NA
1366,ngm_03397_01111747926,2.295,public,i,NA,0.0700000000000002,,,257.5203265323430,966.1666669397560,2041.890013668710,HAPPY,public,0.711,0.807,NA,NA
1369,ngm_03397_01111747926,2.615,roads,o,NA,0.1300000000000000,,,288.31925511811300,958.12603679198,1844.8654802740900,HOAX,roads,0.797,0.8,NA,NA
1374,ngm_03397_01111747926,3.3,the,i,NA,0.1200000000000000,,,156.32237804438700,1150.65798998571,2697.279339422910,HAPPY,the,0.432,0.961,NA,NA
1377,ngm_03397_01111747926,3.84,slow,o,NA,0.1600000000000000,,,379.99789633652900,800.0927799791080,2175.628665164600,HOAX,slow,1.05,0.668,NA,NA
1378,ngm_03397_01111747926,3.955,operating,ɔ,NA,0.0700000000000002,,,425.315573095666,805.0594223983080,2071.6152207722900,THOUGHT,operating,1.175,0.673,NA,NA
1380,ngm_03397_01111747926,4.165,operating,ɛ,NA,0.0299999999999993,,,329.1401749415670,1304.8347646195000,1844.1911225899200,DRESS,operating,0.909,1.09,NA,NA
1382,ngm_03397_01111747926,4.23,operating,e,NA,0.04,,,291.37597932751200,1846.866213682330,2836.7425931313100,FACE,operating,0.805,1.543,NA,NA
1384,ngm_03397_01111747926,4.425,operating,i,NA,0.0700000000000002,,,417.8353507991550,1786.7072168437500,2717.784188336450,HAPPY,operating,1.154,1.493,NA,NA
1389,ngm_03397_01111747926,4.86,speeds,iː,NA,0.1600000000000000,,,325.4800688238190,2711.1621732568100,2997.2480563244400,FLEECE,speeds,0.899,2.265,NA,NA
1394,ngm_03397_01111747926,5.625,can,a,NA,0.0700000000000002,,,771.369513215818,1248.842135621000,2194.987924779110,BAT,can,2.131,1.043,NA,NA
1397,ngm_03397_01111747926,5.88,cause,ɔ,NA,0.0999999999999996,,,417.8783169890710,1002.485344355120,2283.644772564090,THOUGHT,cause,1.155,0.837,NA,NA
1400,ngm_03397_01111747926,6.135,long,ɔ,NA,0.0499999999999998,,,381.12138043000100,1064.3604963222100,2330.325454782790,THOUGHT,long,1.053,0.889,NA,NA
1404,ngm_03397_01111747926,6.530000000000000,queues,uː,NA,0.1400000000000000,,,247.68735395259500,1675.2007180897400,2017.8288048888200,STEW,queues,0.684,1.399,NA,NA
1406,ngm_03397_01111747926,6.74,or,ɔ,NA,0.1200000000000000,,,400.5907922737040,896.2881824385490,2486.9844455001500,THOUGHT,or,1.107,0.749,NA,NA
1409,ngm_03397_01111747926,7.550000000000000,which,i,NA,0.04,,,308.89646240188000,1244.0948670272200,2341.948077543310,HAPPY,which,0.853,1.039,NA,NA
1412,ngm_03397_01111747926,7.755,can,a,NA,0.0700000000000002,,,578.5689666388660,1275.3268254400600,2017.9464106443200,BAT,can,1.598,1.065,NA,NA
1415,ngm_03397_01111747926,7.915,delay,ɛ,NA,0.0299999999999993,,,268.3840893966180,2001.1075133956900,2870.5644767866600,DRESS,delay,0.741,1.672,NA,NA
1417,ngm_03397_01111747926,8.025,delay,e,NA,0.1300000000000000,,,305.1415552213460,1952.301988102120,2648.1337393921200,FACE,delay,0.843,1.631,NA,NA
1418,ngm_03397_01111747926,8.130000000000000,or,ɔ,NA,0.08,,,394.0662415099920,993.9247765010670,1967.889314930910,THOUGHT,or,1.089,0.83,NA,NA
1419,ngm_03397_01111747926,8.23,annoy,a,NA,0.1199999999999990,,,653.9660400960820,1242.9794534874100,2209.6427921758800,BAT,annoy,1.807,1.038,NA,NA
1423,ngm_03397_01111747926,8.615,motorists,o,NA,0.0700000000000002,,,398.9099082663010,602.2313028707640,2168.58141174318,HOAX,motorists,1.102,0.503,NA,NA
1425,ngm_03397_01111747926,8.79,motorists,ɔ,NA,0.0400000000000009,,,375.5514487709320,1751.1559101887100,2710.356506085230,THOUGHT,motorists,1.038,1.463,NA,NA
1427,ngm_03397_01111747926,8.940000000000000,motorists,i,NA,0.0400000000000009,,,348.0037911277830,1804.0459052827000,2573.914725787760,HAPPY,motorists,0.961,1.507,NA,NA
1431,ngm_03397_01111747926,9.25,in,i,NA,0.1600000000000000,,,1318.1653818249100,2195.385767968510,3114.17927261776,HAPPY,in,3.642,1.834,NA,NA
1434,ngm_03397_01111747926,9.760000000000000,cars,a,NA,0.2400000000000000,,,538.7015973389190,1196.8418312642200,2102.245676424420,BAT,cars,1.488,1,NA,NA
1437,ngm_03397_01111747926,10.18,and,a,NA,0.1400000000000010,,,610.3167590172720,1306.186948479150,2323.1234473359600,BAT,and,1.686,1.091,NA,NA
1442,ngm_03397_01111747926,10.725,trucks,ɔ,NA,0.0299999999999993,,,448.7363162123050,833.252113158401,1546.215584002590,THOUGHT,trucks,1.24,0.696,NA,NA
1448,ngm_03397_01182182379,1.035,your,ʊ,NA,0.03,,,313.4130116750020,1140.2167309511100,2140.1873700967300,FOOT,your,0.866,0.953,NA,NA
1449,ngm_03397_01182182379,1.09,your,a,NA,0.0799999999999998,,,411.3462758013910,1212.841584850270,1801.9529387175500,BAT,your,1.136,1.013,NA,NA
1451,ngm_03397_01182182379,1.23,descriptions,i,NA,0.06,,,275.51739424774400,2036.571963019290,2914.1869987186000,HAPPY,descriptions,0.761,1.701,NA,NA
1455,ngm_03397_01182182379,1.52,descriptions,i,NA,0.04,,,334.1405938326890,1339.8502047311500,1782.49681061033,HAPPY,descriptions,0.923,1.119,NA,NA
1458,ngm_03397_01182182379,1.725,descriptions,ɔ,NA,0.1300000000000000,,,422.0574358101430,1186.4567389332900,2196.587912950930,THOUGHT,descriptions,1.166,0.991,NA,NA
1462,ngm_03397_01182182379,1.935,do,uː,NA,0.05,,,283.34314224668700,2005.950328619940,2610.779705463680,STEW,do,0.783,1.676,NA,NA
1464,ngm_03397_01182182379,2.065,not,ɔ,NA,0.0899999999999998,,,457.52419765995,1154.698484196670,2287.993697224400,THOUGHT,not,1.264,0.965,NA,NA
